Alcoholic Beverages_kg,Animal fats_kg,Animal Products_kg,"Aquatic Products, Other_kg",Cereals - Excluding Beer_kg,Eggs_kg,"Fish, Seafood_kg",Fruits - Excluding Wine_kg,Meat_kg,Milk - Excluding Butter_kg,Miscellaneous_kg,Offals_kg,Oilcrops_kg,Pulses_kg,Spices_kg,Starchy Roots_kg,Stimulants_kg,Sugar & Sweeteners_kg,Sugar Crops_kg,Treenuts_kg,Vegetable Oils_kg,Vegetables_kg,Vegetal Products_kg,Country,Obesity,Undernourished,Confirmed,Deaths,Recovered,Active,Population
0.4459,0.0897,5.4983,0.0,26.331999999999997,0.1025,1.0225,2.1027,4.0376,0.1307,0.8905,0.1153,0.5612,0.9098,0.05,5.5022,1.0136,2.8203,0.0,0.0013,0.6842,3.1867,44.503,Timor-Leste,2.9,24.899999618530273,0.006069802731411229,0.0,0.00462822458270106,0.0014415781487101698,1318000.0
1.0144,0.0292,3.6702,0.0,15.8144,0.1067,1.3178,0.91,1.4133,0.7246,0.7448,0.0775,0.4718,1.7626,0.0595,20.0654,0.0843,1.8312,0.0,0.0,1.4099,2.1637,46.3287,Togo,7.1,16.100000381469727,0.0656601038772799,0.0009542215243386881,0.0547771469984298,0.009928735354511409,8279000.0
2.4881,0.2804,12.7835,0.0,13.0903,0.4044,2.3299,4.9733,6.7063,2.8789,0.2413,0.1837,1.2016,0.8939,0.2305,3.5148,0.0899,5.62,0.0,0.0928,1.2563,3.5256,37.2145,Trinidad and Tobago,19.7,5.5,0.5560262965668371,0.00986121256391527,0.529948867786706,0.0162162162162162,1369000.0
0.7037,0.2083,9.6312,0.0,12.0523,0.4508,0.7615,5.4307,1.6411,6.4775,0.0116,0.0926,0.2031,0.4311,0.1065,1.7724,0.1979,2.0832,0.0,0.3489,1.2551,15.7731,40.3673,Tunisia,27.3,4.300000190734863,1.81721587088097,0.0602051109616678,1.45330363147276,0.303707128446537,11896000.0
0.6474,0.1459,12.3156,0.0,9.708,0.3956,0.2582,6.8321,2.0694,9.3619,0.0101,0.0857,0.272,0.682,0.1251,2.4947,0.2002,1.7004,0.0,0.4664,1.0174,13.5284,37.6836,Turkey,32.2,2.5,3.01513787214732,0.0318676331848526,2.88105019286576,0.10222004609670801,83737000.0
6.1671,0.0352,5.6473,0.0,6.747999999999999,0.0815,1.0442,11.3112,0.8978,3.4755,0.0371,0.113,0.6338,2.3942,0.012,12.360999999999999,0.013000000000000001,1.2601,0.0,0.0,0.7440000000000001,2.6703,44.3536,Uganda,4.1,41.0,0.0870575632364837,0.000714894733390175,0.0313701055945432,0.0549725629085503,45741000.0
2.625,0.1753,13.1214,0.0006,9.3613,0.8434,0.6821,2.9418,2.7425,8.5442,0.006999999999999999,0.1339,0.0175,0.1099,0.0111,7.6721,0.0883,3.8811,0.0,0.0807,0.647,9.4361,36.8777,Ukraine,26.1,3.5,3.07592273445354,0.0592058020967974,2.65338216286084,0.36333476949590704,41778000.0
0.0,0.1896,10.5491,0.0,12.905999999999999,0.5958,1.9682,8.1938,4.94,2.6468,0.9471,0.2095,0.6133,2.1108,0.3194,0.8937,0.1649,3.6576,0.0,0.5838,0.7949,8.2695,39.4461,United Arab Emirates,29.9,2.5999999046325684,3.30744528533442,0.009347514829208429,3.07916751892002,0.218930251585191,9778000.0
5.2632,0.2754,18.8798,0.0006,6.5412,0.621,1.0911,4.9551,4.4181,12.3684,0.6658,0.1056,0.22399999999999998,0.2035,0.0653,5.1133,0.2461,2.4383,0.0,0.0901,0.7372,4.5851,31.1116,United Kingdom,29.5,2.5,5.86848272781417,0.167220071471114,0.0151608100059559,5.68610184633711,67160000.0
4.5185,0.0403,4.8022,0.0,10.4453,0.03,0.5828,6.8147,0.7902,3.3606,0.0214,0.0,1.2839,2.1761,0.0274,13.937000000000001,0.03,1.0345,0.0,0.042,0.9136,3.952,45.1973,United Republic of Tanzania,7.1,30.700000762939453,0.00085211102554659,3.51558576355175e-05,0.000306358187966652,0.00051059697994442,59734000.0
4.8647,0.1681,21.2352,0.002,5.5048,0.7859999999999999,1.1287,4.5432,6.2645,12.8657,0.0,0.0197,0.3246,0.1893,0.049,2.839,0.2458,3.32,0.0,0.1772,0.9889,5.7249,28.7587,United States of America,37.3,2.5,8.159921849896019,0.140103007778633,0.0,8.01981884211739,329878000.0
3.5664,0.21,17.8865,0.0,10.251,0.7764,0.6058,5.3746,3.7863,12.3906,0.3918,0.1168,0.27699999999999997,0.1936,0.0144,3.0439999999999996,0.6169,3.4102,0.0,0.0131,1.0337,3.9333,32.1076,Uruguay,28.9,2.5,1.2691022373265402,0.0136222033418295,1.08946474086661,0.16601529311809698,3531000.0
0.6835,0.1353,14.4463,0.0,10.5365,0.3566,0.1218,5.215,1.8621,11.7952,0.04,0.1748,0.0287,0.0022,0.0038,2.8891,0.0644,0.5796,0.0,0.0649,0.6109,14.8354,35.554,Uzbekistan,15.3,6.300000190734863,0.231301574296249,0.0018171709486744301,0.226751331421549,0.00273307192602563,34174000.0
0.2424,0.0793,6.6244,0.0,6.4102,0.1875,2.1649,5.8103,2.7466,1.2692,0.2882,0.1776,12.1763,0.0008,0.0374,12.7275,0.0305,1.3645,0.0,0.0038,0.3674,3.9175,43.3737,Vanuatu,23.5,7.199999809265137,0.000311526479750779,0.0,0.000311526479750779,0.0,321000.0
2.5952,0.0403,14.7565,0.0,12.9253,0.3389,0.9456,7.646,3.8328,9.392000000000001,0.0702,0.2078,0.0281,0.3342,0.0009,2.5643,0.1479,3.4106,0.0,0.0009,1.3734,4.1474,35.2416,Venezuela (Bolivarian Republic of),25.2,21.200000762939453,0.45258509338453495,0.004286961075231279,0.42439867341595394,0.0238994588933496,28645000.0
1.4591,0.16399999999999998,8.5765,0.0042,16.874000000000002,0.3077,2.6392,5.9029,4.4382,0.6069,0.0126,0.4149,0.841,0.2032,0.2074,1.0596,0.28800000000000003,1.2846,0.815,0.307,0.2201,11.9508,41.4232,Vietnam,2.1,9.300000190734863,0.00206321653899323,3.63791329293517e-05,0.00152584477543681,0.000500992630627072,96209000.0
0.0364,0.0446,5.7874,0.0,27.2077,0.2579,0.524,5.1344,2.7871,1.8911,0.2033,0.2827,0.0893,0.8645,0.0347,1.0794,0.2199,5.0468,0.0,0.0017,1.0811,3.2135,44.2126,Yemen,14.1,38.900001525878906,0.00713136189901428,0.0020619593643130198,0.0047877690605512,0.00028163347415007,29826000.0
5.736000000000001,0.0829,6.0197,0.0,21.1938,0.3399,1.6924,1.0183,1.8427,1.757,0.2149,0.3048,1.8736,0.1756,0.0478,7.9649,0.0618,1.5632,0.0,0.0014,0.6657,3.4649,43.9789,Zambia,6.5,46.70000076293945,0.334132941688425,0.00456375108790252,0.29052436901653605,0.0390448215839861,18384000.0
4.0552,0.0755,8.1489,0.0,22.624000000000002,0.2678,0.5518,2.2,2.6142,4.431,0.2012,0.2086,0.4498,0.4261,0.0252,2.987,0.1494,4.6485,0.0,0.0518,1.7103,2.3213,41.8526,Zimbabwe,12.3,51.29999923706055,0.232032564085313,0.00885420170894167,0.190964139137455,0.0322142232389154,14863000.0
