Alcoholic Beverages_p,Animal Products_p,Animal fats_p,"Aquatic Products, Other_p",Cereals - Excluding Beer_p,Eggs_p,"Fish, Seafood_p",Fruits - Excluding Wine_p,Meat_p,Milk - Excluding Butter_p,Offals_p,Oilcrops_p,Pulses_p,Spices_p,Starchy Roots_p,Stimulants_p,Sugar Crops_p,Sugar & Sweeteners_p,Treenuts_p,Vegetal Products_p,Vegetable Oils_p,Vegetables_p,Miscellaneous_p,Country,Obesity,Undernourished,Confirmed,Deaths,Recovered,Active,Population
0.7449,10.3906,0.0382,0.0,13.7809,0.2388,3.2184,2.6168,3.2948,3.0465,0.5539,2.6454,14.9938,0.0478,3.7341,0.0382,0.0,0.0,0.0,39.6046,0.0,0.9932,0.0191,Uganda,4.1,41.0,0.0870575632364837,0.000714894733390175,0.0313701055945432,0.0549725629085503,45741000.0
0.3075,21.693,0.0696,0.0,20.3469,2.4542,1.8276,0.4525,9.074,7.6004,0.6672,0.0174,0.6672,0.0348,3.3360000000000003,0.2031,0.0,0.0,0.1741,28.307,0.0464,2.6919999999999997,0.028999999999999998,Ukraine,26.1,3.5,3.07592273445354,0.0592058020967974,2.65338216286084,0.36333476949590704,41778000.0
0.0,20.4155,0.0606,0.0,16.2513,1.0294,2.9531,0.885,10.3405,5.4823,0.5496,0.8803,7.5411,0.5962,0.2189,0.2282,0.0,0.0,0.9875,29.5822,0.0047,1.756,0.2376,United Arab Emirates,29.9,2.5999999046325684,3.30744528533442,0.009347514829208429,3.07916751892002,0.218930251585191,9778000.0
0.4758,28.108,0.0673,0.0,13.8546,1.6724,2.5181,0.7256,14.5754,8.8375,0.4325,0.7353,1.0909,0.17300000000000001,1.9607,0.7785,0.0,0.0048,0.2979,21.8944,0.0,1.4657,0.3316,United Kingdom,29.5,2.5,5.86848272781417,0.167220071471114,0.0151608100059559,5.68610184633711,67160000.0
0.5436,7.8113,0.0084,0.0,19.244,0.0836,1.8567,1.4636,2.9857,2.877,0.0,2.9355,12.3693,0.0753,3.9977,0.0585,0.0,0.0084,0.092,42.1845,0.0,1.3883,0.0167,United Republic of Tanzania,7.1,30.700000762939453,0.00085211102554659,3.51558576355175e-05,0.000306358187966652,0.00051059697994442,59734000.0
0.2946,32.4775,0.0264,0.0044,10.4594,2.0048,2.3873,0.5935,18.0875,9.8791,0.0879,1.2706,1.0332,0.1231,1.064,0.6331,0.0,0.0747,0.4924,17.5247,0.0835,1.3981,0.0,United States of America,37.3,2.5,8.159921849896019,0.140103007778633,0.0,8.01981884211739,329878000.0
0.1599,26.7144,0.0178,0.0,16.4397,1.9187,1.5693,0.6573,11.7731,10.9203,0.5152,0.6455,1.06,0.0415,1.0897,1.6878,0.0,0.0059,0.0533,23.2856,0.0296,1.2496,0.1658,Uruguay,28.9,2.5,1.2691022373265402,0.0136222033418295,1.08946474086661,0.16601529311809698,3531000.0
0.0588,20.0246,0.0374,0.0,23.3709,1.0317,0.3582,0.7698,7.1952,10.5736,0.8286,0.1336,0.0107,0.016,1.2509,0.1604,0.0,0.0,0.1657,29.9781,0.0053,3.9985,0.0321,Uzbekistan,15.3,6.300000190734863,0.231301574296249,0.0018171709486744301,0.226751331421549,0.00273307192602563,34174000.0
0.0078,19.8713,0.0863,0.0,14.6387,0.6119,6.8016,1.1532,9.8533,1.6082,0.91,6.6761,0.0078,0.1177,5.7347,0.0863,0.0,0.0,0.0157,30.1247,0.0078,1.5847,0.102,Vanuatu,23.5,7.199999809265137,0.000311526479750779,0.0,0.000311526479750779,0.0,321000.0
0.1955,22.5411,0.1244,0.0,21.6526,0.8707,2.6477,1.0662,11.8347,6.3083,0.7641,0.0444,1.9369,0.0,1.1195,0.3287,0.0,0.0178,0.0,27.4545,0.0533,1.0129,0.0267,Venezuela (Bolivarian Republic of),25.2,21.200000762939453,0.45258509338453495,0.004286961075231279,0.42439867341595394,0.0238994588933496,28645000.0
0.1555,20.4466,0.1555,0.0056,18.5247,0.7665,5.7435,0.7165,11.0426,1.0887,1.6442,3.7994,0.9387,0.5221,0.2333,0.5444,0.0167,0.0056,0.3277,29.5617,0.0,3.7216,0.0389,Vietnam,2.1,9.300000190734863,0.00206321653899323,3.63791329293517e-05,0.00152584477543681,0.000500992630627072,96209000.0
0.0,10.0122,0.0188,0.0,35.1179,0.43200000000000005,0.9392,0.4884,5.9453,1.963,0.7232,0.2254,2.9398,0.0657,0.2066,0.3193,0.0,0.0,0.0188,39.9831,0.0,0.5448,0.0564,Yemen,14.1,38.900001525878906,0.00713136189901428,0.0020619593643130198,0.0047877690605512,0.00028163347415007,29826000.0
0.4824,9.8925,0.0338,0.0,28.5182,0.5839,3.0126,0.0931,4.3158,1.0324,0.9139,8.0562,0.6431,0.0846,1.2863,0.0762,0.0,0.0,0.0,40.1117,0.0,0.8039,0.0592,Zambia,6.5,46.70000076293945,0.334132941688425,0.00456375108790252,0.29052436901653605,0.0390448215839861,18384000.0
0.2929,11.3443,0.0391,0.0,33.1934,0.5077,1.0837,0.2636,6.6582,2.4114,0.6541,1.5230000000000001,1.6987,0.0488,0.5467,0.2636,0.0,0.0,0.1367,38.6508,0.0293,0.5955,0.0586,Zimbabwe,12.3,51.29999923706055,0.232032564085313,0.00885420170894167,0.190964139137455,0.0322142232389154,14863000.0
