Alcoholic Beverages_kcal,Animal Products_kcal,Animal fats_kcal,"Aquatic Products, Other_kcal",Cereals - Excluding Beer_kcal,Eggs_kcal,"Fish, Seafood_kcal",Fruits - Excluding Wine_kcal,Meat_kcal,Milk - Excluding Butter_kcal,Miscellaneous_kcal,Offals_kcal,Oilcrops_kcal,Pulses_kcal,Spices_kcal,Starchy Roots_kcal,Stimulants_kcal,Sugar Crops_kcal,Sugar & Sweeteners_kcal,Treenuts_kcal,Vegetal Products_kcal,Vegetable Oils_kcal,Vegetables_kcal,Country,Obesity,Undernourished,Confirmed,Deaths,Recovered,Active,Population
0.2882,2.0379,0.1029,0.0,23.2812,0.0618,0.3911,0.2058,1.1116,0.3088,0.1647,0.0412,0.8234,3.0259,0.1029,10.5599,0.0618,0.0,2.8201,0.0,47.9621,6.2577,0.3911,Togo,7.1,16.100000381469727,0.0656601038772799,0.0009542215243386881,0.0547771469984298,0.009928735354511409,8279000.0
0.8874,9.9918,1.3969,0.0,18.4224,0.2629,0.7067,1.249,4.6343,2.9088,0.37799999999999995,0.0986,1.0682,1.4297,0.37799999999999995,1.1997,0.1808,0.0,9.1537,0.1972,40.0164,4.7658,0.6738,Trinidad and Tobago,19.7,5.5,0.5560262965668371,0.00986121256391527,0.529948867786706,0.0162162162162162,1369000.0
0.2452,5.7984,0.6779,0.0,23.9579,0.3894,0.3462,1.9472,1.6876,2.6107,0.0288,0.0721,0.5193,1.0097,0.2452,0.8654,0.1587,0.0,5.0483,0.7356,44.2233,7.0676,2.3655,Tunisia,27.3,4.300000190734863,1.81721587088097,0.0602051109616678,1.45330363147276,0.303707128446537,11896000.0
0.3107,7.5989,0.9322,0.0,19.2938,0.4237,0.1271,2.2881,2.1328,3.9266,0.0282,0.0706,0.6921,1.7232,0.2966,1.2853,0.0989,0.0,4.3644,1.0734,42.4011,8.7571,2.1751,Turkey,32.2,2.5,3.01513787214732,0.0318676331848526,2.88105019286576,0.10222004609670801,83737000.0
1.7949,3.8462,0.1865,0.0,13.8462,0.0699,0.4895,6.6667,1.4918,1.5152,0.0233,0.0932,1.7016,5.5711,0.0233,8.7413,0.0233,0.0,2.6573,0.0,46.1538,4.6154,0.4895,Uganda,4.1,41.0,0.0870575632364837,0.000714894733390175,0.0313701055945432,0.0549725629085503,45741000.0
1.5319,9.8831,1.2848,0.0,20.0791,0.9059,0.3459,1.153,3.3767,3.8379,0.0165,0.1153,0.0329,0.2965,0.0329,3.9697,0.1812,0.0,6.7699,0.2141,40.1087,4.0521,1.8119,Ukraine,26.1,3.5,3.07592273445354,0.0592058020967974,2.65338216286084,0.36333476949590704,41778000.0
0.0,8.8519,0.9505,0.0,20.9268,0.4307,0.6089,2.614,3.6834,3.0744,0.2376,0.1188,0.9505,3.7576,0.5941,0.3862,0.10400000000000001,0.0,5.4953,1.1585,41.1407,3.5051,1.411,United Arab Emirates,29.9,2.5999999046325684,3.30744528533442,0.009347514829208429,3.07916751892002,0.218930251585191,9778000.0
2.217,14.2211,1.5607,0.0,13.4189,0.6272,0.5251,1.9837,6.5636,4.8425,0.2917,0.1021,0.5543,0.5105,0.1604,2.5817,0.7585,0.0,5.3092,0.3209,35.7789,6.6657,1.0064,United Kingdom,29.5,2.5,5.86848272781417,0.167220071471114,0.0151608100059559,5.68610184633711,67160000.0
1.0643,2.7337,0.313,0.0,20.409000000000002,0.0209,0.2922,2.5042,0.9182,1.1895,0.0,0.0,2.2329,4.8831,0.0626,7.5751,0.0209,0.0,2.4207,0.0835,47.2663,5.3631,0.6469,United Republic of Tanzania,7.1,30.700000762939453,0.00085211102554659,3.51558576355175e-05,0.000306358187966652,0.00051059697994442,59734000.0
2.1373,13.6201,1.3009,0.0,10.7792,0.7832,0.4779,1.7788,6.1065,4.925,0.0,0.0133,0.9027,0.4646,0.1062,1.2478,0.292,0.0,8.0048,0.4779,36.3733,9.2792,0.9292,United States of America,37.3,2.5,8.159921849896019,0.140103007778633,0.0,8.01981884211739,329878000.0
1.3481,12.1808,1.0785,0.0,17.732,0.6661,0.2855,1.3957,5.2181,4.8374,0.1427,0.0952,0.5868,0.4282,0.0317,1.5859999999999999,0.4758,0.0,7.3751,0.0476,37.8113,5.8208,0.8565,Uruguay,28.9,2.5,1.2691022373265402,0.0136222033418295,1.08946474086661,0.16601529311809698,3531000.0
0.6785,10.7893,0.6123,0.0,24.8221,0.4137,0.0662,2.2174,3.5247,6.007000000000001,0.0331,0.1655,0.0993,0.0,0.0165,1.6217,0.0662,0.0,1.7045,0.2151,39.2189,4.5011,3.2269,Uzbekistan,15.3,6.300000190734863,0.231301574296249,0.0018171709486744301,0.226751331421549,0.00273307192602563,34174000.0
0.2668,7.4519,0.667,0.0,16.1044,0.1906,1.2197,2.287,4.3835,0.8767,0.0762,0.1334,10.4822,0.0,0.0953,7.9093,0.1144,0.0,2.4204,0.0191,42.5386,2.1536,0.6099,Vanuatu,23.5,7.199999809265137,0.000311526479750779,0.0,0.000311526479750779,0.0,321000.0
0.8454,7.2303,0.6007,0.0,21.3126,0.2892,0.4449,2.3804,3.1368,2.6474,0.0222,0.1335,0.0445,0.7341,0.0,1.3571,0.0667,0.0,7.7864,0.0,42.7586,7.5417,0.6674,Venezuela (Bolivarian Republic of),25.2,21.200000762939453,0.45258509338453495,0.004286961075231279,0.42439867341595394,0.0238994588933496,28645000.0
0.715,10.9806,0.9363,0.0,26.9833,0.2894,1.0385,1.8046,7.8311,0.5618,0.034,0.3064,1.8897,0.4597,0.4256,0.715,0.1021,0.1532,2.094,0.3575,39.0364,1.3279,1.9578,Vietnam,2.1,9.300000190734863,0.00206321653899323,3.63791329293517e-05,0.00152584477543681,0.000500992630627072,96209000.0
0.0,3.4667,0.3394,0.0,32.0727,0.1455,0.1697,1.1879,2.0121,0.6545,0.0485,0.1212,0.1697,1.2121,0.0485,0.3152,0.1212,0.0,7.0303,0.0242,46.5455,3.9515,0.3636,Yemen,14.1,38.900001525878906,0.00713136189901428,0.0020619593643130198,0.0047877690605512,0.00028163347415007,29826000.0
1.1925,3.3043,0.32299999999999995,0.0,31.5528,0.1988,0.5714,0.2236,1.5155,0.5217,0.0497,0.1491,3.1801,0.2981,0.0745,4.0994,0.0248,0.0,2.559,0.0,46.7081,3.0062,0.4472,Zambia,6.5,46.70000076293945,0.334132941688425,0.00456375108790252,0.29052436901653605,0.0390448215839861,18384000.0
1.4269,3.9356,0.6904,0.0,29.8044,0.1381,0.1611,0.4373,1.7491,1.0817,0.046,0.0921,0.6904,0.6214,0.046,1.2888,0.046,0.0,5.0403,0.1151,46.0759,6.2601,0.2532,Zimbabwe,12.3,51.29999923706055,0.232032564085313,0.00885420170894167,0.190964139137455,0.0322142232389154,14863000.0
